,al_id,u_id,datetime
961,81,132,2022.01.11
962,1123,132,2022.01.12
963,1115,132,2022.02.16
964,1115,132,2022.02.11
965,1115,132,2022.01.12
966,1098,132,2022.01.11
967,1061,132,2022.01.11
968,120,132,2022.02.11
969,193,132,2022.01.12
970,298,132,2022.02.11
971,224,132,2022.01.05
972,153,133,2022.06.21
973,153,133,2021.12.07
974,1051,133,2022.08.07
975,1051,133,2022.06.21
976,1050,133,2022.07.13
977,151,133,2020.10.23
978,208,133,2021.03.22
979,87,133,2021.09.07
980,257,133,2021.03.22
981,194,133,2021.12.27
982,194,133,2021.07.16
983,303,133,2022.06.21
984,148,133,2022.08.07
985,76,133,2021.09.07
986,314,133,2021.08.11
987,202,133,2021.07.10
988,77,133,2022.06.21
989,77,133,2021.12.27
990,70,133,2022.06.21
991,280,133,2022.06.21
992,1094,133,2022.04.11
993,1064,133,2022.08.07
994,1061,133,2021.12.27
995,190,133,2022.04.11
996,190,133,2022.04.11
997,309,133,2021.10.10
998,193,133,2022.04.11
999,97,133,2020.12.03
1000,222,133,2022.08.07
1001,224,133,2021.12.30
1002,96,133,2019.12.06
1003,153,134,2019.12.07
1004,304,134,2021.01.06
1005,93,134,2019.12.07
1006,281,134,2021.01.06
1007,76,134,2021.01.06
1008,324,134,2022.06.30
1009,70,134,2022.07.08
1010,115,134,2021.04.26
1011,330,134,2022.06.30
1012,309,134,2021.04.26
1013,309,134,2020.12.23
1014,153,135,2021.05.05
1015,77,135,2021.11.04
1016,70,135,2021.10.28
1017,153,136,2022.05.24
1018,1111,136,2022.05.24
1019,219,136,2022.05.24
1020,153,137,2022.07.22
1021,77,137,2022.07.22
1022,153,138,2022.05.31
1023,153,138,2022.05.26
1024,81,138,2022.05.26
1025,153,139,2022.07.08
1026,153,139,2022.07.08
1027,358,139,2022.07.08
1028,1064,139,2022.07.08
1029,224,139,2022.07.08
1030,153,140,2022.01.28
1031,208,140,2022.01.28
1032,93,140,2021.10.26
1033,93,140,2020.03.11
1034,148,140,2020.03.11
1035,202,140,2021.12.01
1036,202,140,2021.07.24
1037,77,140,2020.03.11
1038,280,140,2020.07.30
1039,1134,140,2022.03.26
1040,331,140,2022.06.04
1041,190,140,2020.03.11
1042,153,141,2021.11.26
1043,148,141,2022.07.26
1044,89,141,2022.07.22
1045,70,141,2022.07.26
1046,1105,141,2022.07.26
1047,1149,141,2022.07.22
1048,1136,141,2022.07.22
1049,1094,141,2022.02.22
1050,1094,141,2022.02.07
1051,196,141,2022.02.07
1052,153,142,2022.05.12
1053,77,142,2022.05.12
1054,70,142,2022.05.12
1055,219,142,2022.05.12
1056,220,142,2022.05.12
1057,153,143,2021.03.16
1058,257,143,2021.03.17
1059,194,143,2022.04.09
1060,77,143,2021.10.26
1061,255,143,2021.03.06
1062,70,143,2022.04.09
1063,70,143,2021.10.26
1064,153,144,2022.05.15
1065,357,144,2022.05.04
1066,358,144,2022.05.15
1067,324,144,2022.05.15
1068,81,144,2022.05.04
1069,81,144,2022.05.04
1070,81,144,2022.03.20
1071,81,144,2022.03.20
1072,153,145,2022.07.13
1073,153,146,2022.07.23
1074,1217,146,2022.07.07
1075,1203,146,2022.07.07
1076,1178,146,2022.07.07
1077,93,146,2022.07.23
1078,93,146,2022.06.30
1079,1214,146,2022.07.07
1080,1064,146,2022.07.07
1081,153,147,2022.07.10
1082,1043,147,2022.07.26
1083,77,147,2022.07.15
1084,77,147,2022.07.10
1085,162,147,2022.07.15
1086,1092,147,2022.07.15
1087,153,148,2022.01.21
1088,254,148,2021.07.14
1089,162,148,2022.01.21
1090,153,149,2022.05.03
1091,1054,149,2022.05.03
1092,77,149,2022.05.03
1093,153,150,2022.07.07
1094,93,150,2022.07.07
1095,148,150,2022.07.07
1096,162,150,2022.07.07
1097,153,151,2021.11.25
1098,1217,152,2022.04.24
1099,340,152,2022.06.03
1100,340,152,2022.05.18
1101,340,152,2022.05.18
1102,77,152,2022.05.18
1103,77,152,2022.04.24
1104,1196,152,2022.07.20
1105,219,152,2022.06.03
1106,220,152,2022.05.24
1107,1217,153,2022.06.22
1108,1217,154,2022.08.05
1109,1203,154,2022.07.22
1110,1178,154,2022.06.25
1111,1051,154,2022.06.25
1112,147,154,2022.06.17
1113,103,154,2022.05.08
1114,111,154,2022.06.17
1115,105,154,2022.05.08
1116,225,154,2022.04.16
1117,1049,154,2022.08.05
1118,1105,154,2022.08.05
1119,1214,154,2022.07.22
1120,1064,154,2022.07.22
1121,190,154,2022.05.08
1122,193,154,2022.05.08
1123,1212,155,2022.04.11
1124,1205,156,2022.05.11
1125,1205,157,2022.07.31
1126,147,157,2022.07.31
1127,1203,158,2022.06.06
1128,1203,159,2022.06.29
1129,93,159,2022.06.29
1130,1106,159,2022.06.29
1131,1203,160,2022.05.20
1132,1169,160,2022.05.20
1133,1203,161,2022.07.08
1134,151,161,2022.01.28
1135,257,161,2021.12.16
1136,202,161,2021.07.01
1137,202,161,2021.07.01
1138,345,161,2021.07.01
1139,219,161,2021.12.08
1140,222,161,2022.02.24
1141,1203,162,2022.04.08
1142,77,162,2022.04.08
1143,1203,163,2022.06.29
1144,1187,164,2022.07.09
1145,197,164,2022.07.07
1146,199,164,2022.07.07
1147,1061,164,2022.01.25
1148,1187,165,2022.07.06
1149,194,165,2022.07.07
1150,1187,166,2022.06.15
1151,197,166,2022.06.15
1152,148,166,2022.06.15
1153,1187,167,2022.07.16
1154,1064,167,2022.07.16
1155,190,167,2022.05.16
1156,1187,168,2022.04.28
1157,1178,168,2022.08.08
1158,1043,168,2022.07.06
1159,1187,169,2022.04.15
1160,1050,169,2021.09.16
1161,257,169,2021.09.08
1162,148,169,2022.04.13
1163,200,169,2021.02.02
1164,202,169,2021.05.09
1165,202,169,2021.02.02
1166,77,169,2021.07.04
1167,1016,169,2021.10.26
1168,255,169,2021.10.26
1169,81,169,2021.10.26
1170,1187,170,2022.04.16
1171,1187,170,2022.03.01
1172,151,170,2022.04.03
1173,93,170,2022.04.16
1174,199,170,2022.04.03
1175,1105,170,2022.04.19
1176,1187,171,2022.02.26
1177,1187,172,2022.05.04
1178,1178,173,2022.06.15
1179,1177,174,2022.07.14
1180,1177,175,2022.03.22
1181,1169,176,2022.05.02
1182,80,176,2021.09.01
1183,1169,177,2022.04.16
1184,1169,178,2022.06.28
1185,116,178,2022.05.24
1186,257,178,2021.09.08
1187,77,178,2021.11.03
1188,1169,179,2022.04.27
1189,1064,179,2022.04.27
1190,1169,180,2022.04.19
1191,194,180,2022.04.19
1192,148,180,2022.04.19
1193,77,180,2022.04.19
1194,1157,181,2022.04.19
1195,1140,182,2022.01.21
1196,1139,182,2022.01.21
1197,194,182,2022.01.14
1198,313,182,2022.01.22
1199,93,182,2022.01.22
1200,202,182,2022.01.01
1201,254,182,2022.05.20
1202,95,182,2022.01.22
1203,324,182,2022.01.01
1204,77,182,2022.01.22
1205,70,182,2022.01.22
1206,70,182,2022.01.01
1207,66,182,2022.05.20
1208,299,182,2022.05.20
1209,1061,182,2022.01.20
1210,253,182,2022.01.14
1211,190,182,2022.01.14
1212,1051,183,2022.01.31
1213,194,183,2021.12.15
1214,1043,183,2022.02.04
1215,77,183,2022.02.04
1216,1085,183,2022.02.04
1217,70,183,2022.02.04
1218,1092,183,2022.02.04
1219,1051,184,2022.04.05
1220,93,184,2022.04.05
1221,202,184,2022.04.05
1222,77,184,2022.04.05
1223,224,184,2022.04.05
1224,1051,185,2022.07.27
1225,303,185,2022.08.06
1226,93,185,2022.08.09
1227,70,185,2022.07.27
1228,1051,186,2022.02.17
1229,151,186,2021.09.21
1230,194,186,2021.09.07
1231,313,186,2022.02.17
1232,93,186,2022.02.17
1233,202,186,2021.09.07
1234,254,186,2021.10.17
1235,254,186,2021.09.12
1236,358,186,2021.12.26
1237,358,186,2021.12.26
1238,255,186,2021.05.03
1239,1074,186,2022.02.17
1240,66,186,2021.10.17
1241,1094,186,2022.02.17
1242,1094,186,2022.02.17
1243,1051,187,2022.04.16
1244,194,187,2022.03.20
1245,202,187,2022.04.16
1246,1007,187,2022.04.16
1247,1107,187,2022.04.16
1248,162,187,2021.12.23
1249,1014,187,2021.11.24
1250,1137,187,2022.03.20
1251,1134,187,2022.03.20
1252,1094,187,2021.11.24
1253,190,187,2021.11.24
1254,82,187,2022.04.16
1255,1051,188,2021.08.19
1256,304,188,2021.12.24
1257,304,188,2021.08.19
1258,93,188,2021.09.07
1259,202,188,2022.03.17
1260,202,188,2021.12.24
1261,202,188,2021.08.19
1262,1020,188,2021.08.19
1263,95,188,2021.09.07
1264,244,188,2021.12.24
1265,358,188,2021.12.08
1266,1054,188,2021.12.08
1267,77,188,2021.12.24
1268,90,188,2021.12.24
1269,89,188,2022.03.17
1270,89,188,2021.12.24
1271,89,188,2021.12.24
1272,89,188,2021.08.19
1273,162,188,2021.12.24
1274,162,188,2021.09.07
1275,162,188,2021.08.19
1276,1016,188,2021.09.07
1277,326,188,2021.12.24
1278,326,188,2021.12.08
1279,227,188,2021.09.07
1280,81,188,2021.09.07
1281,1150,188,2022.01.20
1282,120,188,2021.12.24
1283,121,188,2021.12.24
1284,1051,189,2022.01.31
1285,65,189,2022.04.11
1286,151,189,2021.10.29
1287,194,189,2022.01.08
1288,93,189,2019.12.07
1289,148,189,2022.01.26
1290,76,189,2021.06.21
1291,254,189,2022.07.09
1292,77,189,2019.11.18
1293,70,189,2022.01.19
1294,299,189,2022.07.09
1295,123,189,2020.11.15
1296,224,189,2022.01.20
1297,1051,190,2021.12.08
1298,1050,190,2021.12.08
1299,1051,191,2022.07.01
1300,93,191,2022.07.01
1301,254,191,2022.07.01
1302,1085,191,2022.07.01
1303,1051,192,2022.07.25
1304,77,192,2022.07.25
1305,70,192,2022.07.25
1306,1051,193,2022.04.21
1307,93,193,2022.07.20
1308,1054,193,2022.05.27
1309,1051,194,2022.03.13
1310,1051,195,2022.06.29
1311,1054,195,2022.06.29
1312,182,195,2022.07.07
1313,1051,196,2021.09.05
1314,1051,197,2021.08.18
1315,1051,198,2022.06.10
1316,194,198,2022.05.30
1317,77,198,2022.05.30
1318,77,198,2022.05.30
1319,224,198,2022.05.30
1320,1051,199,2022.07.26
1321,93,199,2022.07.26
1322,1216,199,2022.07.26
1323,1051,200,2022.01.13
1324,1051,200,2021.09.01
1325,1051,200,2021.08.25
1326,1051,200,2021.07.28
1327,1020,200,2021.08.21
1328,340,200,2022.07.07
1329,95,200,2022.07.21
1330,95,200,2022.05.13
1331,95,200,2022.04.21
1332,95,200,2022.03.08
1333,95,200,2022.01.15
1334,95,200,2021.11.01
1335,95,200,2021.09.29
1336,95,200,2021.07.30
1337,1014,200,2022.04.13
1338,1051,201,2021.09.01
1339,197,201,2021.01.06
1340,283,201,2021.07.21
1341,151,201,2021.04.05
1342,257,201,2020.12.22
1343,257,201,2020.12.22
1344,257,201,2020.12.07
1345,231,201,2021.04.05
1346,199,201,2020.12.22
1347,200,201,2020.12.23
1348,76,201,2020.12.07
1349,202,201,2021.04.05
1350,202,201,2021.04.05
1351,115,201,2021.04.05
1352,115,201,2021.04.05
1353,1051,202,2021.12.10
1354,1051,203,2022.05.05
1355,1050,203,2022.02.22
1356,257,203,2022.02.22
1357,1051,204,2021.09.27
1358,257,204,2021.05.24
1359,257,204,2020.09.16
1360,202,204,2020.09.19
1361,90,204,2020.11.16
1362,89,204,2021.09.27
1363,89,204,2020.03.20
1364,326,204,2021.05.24
1365,81,204,2020.08.11
1366,81,204,2020.02.13
1367,1051,205,2022.03.29
1368,1051,206,2021.09.12
1369,1051,207,2021.08.14
1370,326,207,2021.08.14
1371,1051,208,2021.09.13
1372,1051,209,2022.06.11
1373,1051,210,2021.12.15
1374,257,210,2021.12.15
1375,257,210,2021.12.15
1376,148,210,2021.12.15
1377,1050,211,2021.12.25
1378,1050,212,2022.07.01
1379,100,212,2020.09.22
1380,1050,213,2022.03.16
1381,243,213,2021.07.27
1382,1050,214,2022.04.18
1383,1050,214,2021.12.11
1384,147,214,2022.01.23
1385,147,214,2021.12.11
1386,103,214,2022.04.18
1387,105,214,2022.04.18
1388,87,214,2022.04.18
1389,148,214,2022.04.18
1390,358,214,2021.11.18
1391,1128,214,2022.04.18
1392,89,214,2022.04.18
1393,1105,214,2022.04.18
1394,1061,214,2021.12.11
1395,309,214,2022.01.23
1396,222,214,2021.12.11
1397,1050,215,2022.04.28
1398,70,215,2020.06.18
1399,190,215,2021.05.14
1400,1050,216,2021.09.13
1401,1050,217,2022.01.21
1402,151,217,2021.07.21
1403,304,217,2021.03.14
1404,304,217,2021.03.14
1405,1050,218,2022.08.10
1406,1050,218,2022.06.20
1407,1050,218,2022.06.20
1408,197,218,2022.06.20
1409,151,218,2022.06.20
1410,194,218,2022.06.20
1411,231,218,2022.06.20
1412,199,218,2022.06.20
1413,1050,219,2021.12.06
1414,106,219,2021.12.06
1415,1050,220,2022.05.12
1416,93,220,2022.05.12
1417,93,220,2022.05.10
1418,121,220,2022.02.10
1419,122,220,2022.02.10
1420,131,220,2022.02.10
1421,1050,221,2022.02.10
1422,1050,221,2022.02.10
1423,325,221,2022.02.14
1424,1050,222,2022.05.23
1425,345,222,2022.07.07
1426,1124,222,2022.07.07
1427,224,222,2022.07.07
1428,1037,223,2022.03.10
1429,116,223,2022.03.10
1430,280,223,2022.03.10
1431,1037,224,2022.06.10
1432,1092,224,2022.06.10
1433,1037,225,2022.01.26
1434,116,225,2022.04.15
1435,1037,226,2022.05.24
1436,65,227,2021.11.18
1437,67,227,2021.11.18
1438,65,228,2022.01.22
1439,1065,228,2022.01.20
1440,1092,228,2022.02.27
1441,65,229,2022.04.20
1442,65,230,2021.01.26
1443,226,230,2021.01.26
1444,194,230,2020.10.07
1445,93,230,2020.10.07
1446,231,230,2020.12.21
1447,254,230,2020.12.21
1448,254,230,2020.10.07
1449,77,230,2020.11.24
1450,77,230,2020.10.07
1451,77,230,2020.09.09
1452,77,230,2020.08.03
1453,66,230,2020.12.21
1454,66,230,2020.10.07
1455,294,230,2021.01.26
1456,293,230,2021.01.26
1457,352,230,2021.03.31
1458,220,230,2021.01.26
1459,308,230,2021.01.26
1460,222,230,2021.01.26
1461,222,230,2021.01.26
1462,222,230,2020.12.21
1463,222,230,2020.11.24
1464,82,230,2020.11.23
1465,65,231,2020.12.12
1466,66,231,2020.11.23
1467,65,232,2021.11.13
1468,65,233,2020.12.03
1469,147,233,2020.12.03
1470,76,233,2020.12.03
1471,65,234,2022.06.28
1472,1150,234,2022.02.23
1473,1137,234,2022.02.23
1474,226,235,2020.11.11
1475,226,236,2021.10.30
1476,194,236,2021.03.26
1477,70,236,2022.01.08
1478,193,236,2021.03.26
1479,226,237,2020.10.14
1480,147,237,2020.10.14
1481,226,238,2021.12.12
1482,1061,238,2021.12.31
1483,309,238,2021.12.23
1484,96,238,2021.12.17
1485,226,239,2021.06.25
1486,226,240,2021.10.26
1487,226,241,2021.11.06
1488,257,241,2021.11.06
1489,1094,241,2022.01.16
1490,1061,241,2022.01.16
1491,294,241,2022.01.16
1492,226,242,2020.07.08
1493,106,242,2020.07.08
1494,125,242,2020.08.19
1495,77,242,2020.07.08
1496,81,242,2020.06.17
1497,98,242,2020.07.08
1498,226,243,2020.07.10
1499,194,243,2020.08.12
1500,231,243,2020.08.12
1501,77,243,2020.07.10
1502,226,244,2021.12.27
1503,226,244,2021.12.27
1504,226,245,2021.10.15
1505,77,245,2021.10.15
1506,226,246,2021.07.22
1507,194,246,2021.07.22
1508,148,246,2022.01.16
1509,95,246,2021.07.27
1510,77,246,2022.01.13
1511,89,246,2021.07.22
1512,331,246,2021.07.27
1513,96,246,2022.01.13
1514,226,247,2020.07.04
1515,225,247,2020.06.30
1516,148,247,2020.07.04
1517,116,248,2022.06.07
1518,116,249,2021.09.21
1519,106,249,2020.02.24
1520,202,249,2021.09.28
1521,77,249,2019.10.22
1522,190,249,2020.12.07
1523,196,249,2020.12.07
1524,116,250,2022.07.21
1525,116,251,2022.02.24
1526,116,252,2020.04.16
1527,70,252,2020.06.21
1528,116,253,2021.01.27
1529,131,253,2022.07.06
1530,131,253,2022.07.06
1531,131,253,2022.07.06
1532,116,254,2021.04.13
1533,257,254,2021.09.12
1534,194,254,2021.04.13
1535,77,254,2021.09.18
1536,116,255,2021.12.08
1537,148,255,2022.05.10
1538,148,255,2022.05.10
1539,148,255,2021.12.08
1540,327,255,2022.05.10
1541,325,255,2022.05.10
1542,1092,255,2021.12.08
1543,81,255,2022.05.10
1544,81,255,2022.05.10
1545,219,255,2021.12.08
1546,116,256,2021.12.29
1547,208,256,2022.05.24
1548,70,256,2021.12.27
1549,116,257,2022.02.07
1550,197,257,2022.02.07
1551,197,258,2020.01.30
1552,199,258,2020.04.08
1553,197,259,2022.03.28
1554,326,259,2021.04.07
1555,219,259,2021.11.26
1556,197,260,2022.07.13
1557,70,260,2021.12.21
1558,70,260,2021.12.21
1559,224,260,2021.12.21
1560,197,261,2022.02.17
1561,197,262,2021.01.10
1562,197,263,2021.08.16
1563,208,263,2021.08.04
1564,188,263,2021.09.07
1565,257,263,2021.12.19
1566,257,263,2021.09.07
1567,148,263,2021.09.07
1568,148,263,2021.03.22
1569,202,263,2022.01.01
1570,202,263,2021.09.03
1571,95,263,2021.12.19
1572,182,263,2021.12.19
1573,181,263,2021.08.16
1574,70,263,2022.04.25
1575,70,263,2021.11.03
1576,70,263,2021.09.03
1577,1092,263,2022.03.11
1578,1094,263,2021.11.03
1579,224,263,2021.09.12
1580,197,264,2022.02.02
1581,197,265,2022.05.17
1582,194,265,2022.05.17
1583,1216,265,2022.05.24
1584,197,266,2022.03.27
1585,197,267,2022.04.15
1586,145,267,2022.07.21
1587,225,267,2022.07.21
1588,1107,267,2022.07.21
1589,1107,267,2022.07.21
1590,77,267,2021.06.04
1591,70,267,2021.07.21
1592,1013,267,2022.07.21
1593,81,267,2022.07.21
1594,1214,267,2022.05.20
1595,1064,267,2021.12.22
1596,222,267,2022.05.02
1597,222,267,2021.12.22
1598,197,268,2022.01.25
1599,197,269,2022.07.09
1600,197,270,2022.01.25
1601,197,271,2021.10.24
1602,93,271,2021.07.23
1603,1054,271,2022.08.09
1604,70,271,2021.08.19
1605,1014,271,2022.04.21
1606,1167,271,2022.08.09
1607,82,271,2021.09.15
1608,197,272,2022.01.28
1609,197,273,2020.12.22
1610,197,274,2020.06.17
1611,257,274,2021.02.21
1612,257,274,2021.01.14
1613,194,274,2021.12.17
1614,93,274,2019.11.02
1615,202,274,2021.12.17
1616,1092,274,2022.02.22
1617,82,274,2021.01.04
1618,197,275,2021.12.23
1619,199,275,2021.12.23
1620,350,276,2022.01.31
1621,145,277,2021.11.01
1622,339,277,2021.10.30
1623,145,278,2020.02.19
1624,208,278,2020.03.19
1625,87,278,2020.03.04
1626,231,278,2020.05.19
1627,224,278,2020.04.23
1628,145,279,2022.07.22
1629,283,280,2022.01.22
1630,283,281,2022.01.26
1631,151,282,2022.02.10
1632,1137,282,2022.02.10
1633,151,283,2020.08.05
1634,231,283,2020.07.16
1635,151,284,2022.01.13
1636,194,284,2021.12.22
1637,231,284,2022.01.13
1638,89,284,2021.12.22
1639,1136,284,2022.01.13
1640,151,285,2022.01.04
1641,257,285,2021.09.06
1642,257,285,2021.09.06
1643,194,285,2021.12.13
1644,231,285,2022.01.04
1645,76,285,2021.12.13
1646,151,286,2020.11.26
1647,257,286,2021.02.27
1648,194,286,2021.02.27
1649,304,286,2021.06.29
1650,231,286,2021.04.06
1651,77,286,2021.05.04
1652,77,286,2021.04.03
1653,70,286,2021.04.03
1654,1167,286,2022.01.05
1655,151,287,2022.05.12
1656,151,288,2021.06.28
1657,257,288,2021.12.01
1658,257,288,2021.09.12
1659,77,288,2021.11.09
1660,151,289,2022.01.20
1661,231,289,2022.01.20
1662,151,290,2022.02.15
1663,148,290,2022.02.15
1664,77,290,2021.10.21
1665,70,290,2021.10.21
1666,151,291,2022.01.24
1667,151,291,2021.11.11
1668,208,292,2021.05.02
1669,87,292,2021.05.02
1670,1094,292,2021.11.15
1671,208,293,2020.09.16
1672,81,293,2022.01.17
1673,208,294,2021.12.14
1674,257,294,2021.12.02
1675,257,294,2021.02.17
1676,190,294,2021.12.14
1677,190,294,2021.12.02
1678,222,294,2022.06.13
1679,208,295,2022.01.03
1680,208,296,2022.03.13
1681,188,296,2022.03.13
1682,257,296,2022.03.13
1683,313,296,2022.03.13
1684,76,296,2021.12.01
1685,202,296,2021.07.28
1686,1107,296,2022.03.13
1687,77,296,2022.04.12
1688,77,296,2021.08.19
1689,89,296,2021.07.28
1690,70,296,2022.01.19
1691,1092,296,2022.04.12
1692,298,296,2022.03.13
1693,208,297,2022.05.15
1694,93,297,2022.05.07
1695,208,298,2022.02.24
1696,77,298,2021.02.13
1697,70,298,2021.09.08
1698,147,299,2022.06.23
1699,254,299,2022.06.23
1700,81,299,2022.06.23
1701,147,300,2022.06.18
1702,147,301,2022.07.08
1703,147,302,2021.08.22
1704,111,303,2020.11.09
1705,182,303,2020.11.09
1706,105,304,2020.01.19
1707,106,305,2022.03.23
1708,106,306,2022.05.24
1709,106,307,2020.12.13
1710,87,308,2022.07.08
1711,87,309,2021.12.23
1712,87,310,2022.01.24
1713,225,310,2022.01.10
1714,1049,310,2021.08.19
1715,357,310,2021.12.13
1716,77,310,2022.01.10
1717,1021,310,2022.01.10
1718,193,310,2022.01.10
1719,193,310,2022.01.10
1720,87,311,2020.12.11
1721,225,311,2020.12.11
1722,257,311,2020.12.28
1723,194,311,2020.12.11
1724,231,311,2020.12.14
1725,87,312,2021.01.13
1726,194,312,2022.05.17
1727,244,312,2021.02.17
1728,244,312,2021.02.10
1729,89,312,2022.02.19
1730,89,312,2021.01.13
1731,162,312,2020.09.15
1732,255,312,2020.12.24
1733,70,312,2021.12.08
1734,81,312,2021.07.22
1735,81,312,2021.02.17
1736,253,312,2020.12.24
1737,96,312,2022.04.13
1738,96,312,2020.12.29
1739,87,313,2022.05.28
1740,87,314,2021.12.27
1741,188,315,2020.06.10
1742,225,315,2020.07.29
1743,200,315,2021.02.07
1744,202,315,2021.12.06
1745,202,315,2021.06.04
1746,202,315,2021.01.03
1747,77,315,2021.12.06
1748,77,315,2021.12.06
1749,90,315,2021.05.01
1750,181,315,2021.09.08
1751,70,315,2021.12.06
1752,70,315,2021.06.04
1753,190,315,2021.09.08
1754,294,315,2021.12.06
1755,196,315,2021.09.08
1756,193,315,2021.12.06
1757,222,315,2021.05.14
1758,225,316,2022.05.12
1759,254,316,2022.05.12
1760,1214,316,2022.05.12
1761,1111,316,2022.05.12
1762,1064,316,2022.05.12
1763,224,316,2022.05.12
1764,225,317,2020.07.10
1765,225,318,2022.02.27
1766,1115,318,2022.02.27
1767,225,319,2020.12.24
1768,89,319,2021.04.01
1769,89,319,2021.02.28
1770,162,319,2022.03.01
1771,326,319,2022.03.01
1772,326,319,2021.04.01
1773,225,320,2021.07.20
1774,202,320,2021.07.20
1775,81,320,2021.07.20
1776,225,321,2020.06.10
1777,257,322,2022.06.24
1778,194,322,2022.01.24
1779,257,323,2022.02.10
1780,257,324,2022.02.15
1781,194,324,2022.02.15
1782,304,324,2022.02.15
1783,77,324,2022.02.15
1784,224,324,2022.02.15
1785,257,325,2021.07.25
1786,257,326,2021.03.20
1787,257,327,2022.03.26
1788,257,327,2022.02.11
1789,194,327,2021.09.22
1790,77,327,2022.06.14
1791,77,327,2022.03.26
1792,77,327,2022.03.26
1793,77,327,2022.03.26
1794,70,327,2022.03.26
1795,224,327,2022.03.26
1796,257,328,2021.06.29
1797,190,328,2021.01.26
1798,193,328,2021.01.26
1799,257,329,2022.04.22
1800,89,329,2022.04.22
1801,257,330,2021.02.09
1802,340,330,2021.05.10
1803,77,330,2022.07.08
1804,70,330,2021.07.07
1805,257,331,2021.09.10
1806,257,331,2021.09.10
1807,257,332,2021.09.27
1808,202,332,2020.09.20
1809,77,332,2022.04.20
1810,1064,332,2022.04.20
1811,257,333,2022.01.12
1812,257,334,2022.05.21
1813,257,335,2022.01.20
1814,1092,335,2022.01.20
1815,257,336,2021.10.10
1816,352,336,2021.10.10
1817,352,336,2021.09.15
1818,193,336,2021.10.10
1819,257,337,2022.05.10
1820,254,337,2022.05.10
1821,257,338,2022.02.08
1822,194,338,2022.02.11
1823,194,338,2022.02.08
1824,77,338,2022.02.25
1825,257,339,2022.07.13
1826,257,340,2022.05.04
1827,257,340,2022.05.04
1828,257,340,2022.02.17
1829,257,340,2022.02.17
1830,257,340,2022.02.17
1831,257,340,2022.02.17
1832,257,341,2022.01.21
1833,89,341,2022.04.16
1834,257,342,2021.09.05
1835,257,343,2022.02.22
1836,257,344,2022.01.24
1837,70,344,2022.01.24
1838,257,345,2021.10.18
1839,202,345,2021.10.18
1840,1092,345,2022.03.19
1841,1094,345,2022.03.19
1842,257,346,2021.05.02
1843,257,347,2021.10.02
1844,77,347,2020.12.01
1845,70,347,2019.12.25
1846,81,347,2022.04.13
